2020 BULKERS;AMSC;AVANCE GAS HOLDING;AWILCO LNG;BELSHIPS;BW LPG;EQVA;FLEX LNG;FRONTLINE;GC RIEBER SHIPPING;GOLDEN OCEAN GROUP;GRAM CAR CARRIERS;HAFNIA LIMITED;JINHUI SHIPP TRANS;KLAVENESS COMBINAT;MPC CONTAINER SHIP;ODFJELL SER. A;ODFJELL SER. B;OKEANIS ECO TANKER;PHILLY SHIPYARD;SAGA PURE;STOLT-NIELSEN;WALLENIUS WILHELMS;
percent/trade;7,42
hitrate;0,50
Number of trades;189
Return;214,97
2000-01-04;1000000,0;0,0
2000-01-05;1000000,0;0,0
2000-01-06;1000000,0;0,0
2000-01-07;1000000,0;0,0
2000-01-10;1000000,0;0,0
2000-01-11;1000000,0;0,0
2000-01-12;1000000,0;0,0
2000-01-13;1000000,0;0,0
2000-01-14;1000000,0;0,0
2000-01-17;1000000,0;0,0
2000-01-18;1000000,0;0,0
2000-01-19;1000000,0;0,0
2000-01-20;1000000,0;0,0
2000-01-21;1000000,0;0,0
2000-01-24;1000000,0;0,0
2000-01-25;1000000,0;0,0
2000-01-26;1000000,0;0,0
2000-01-27;1000000,0;0,0
2000-01-28;1000000,0;0,0
2000-01-31;1000000,0;0,0
2000-02-01;1000000,0;0,0
2000-02-02;1000000,0;0,0
2000-02-03;1000000,0;0,0
2000-02-04;1000000,0;0,0
2000-02-07;1000000,0;0,0
2000-02-08;1000000,0;0,0
2000-02-09;1000000,0;0,0
2000-02-10;1000000,0;0,0
2000-02-11;1000000,0;0,0
2000-02-14;1000000,0;0,0
2000-02-15;1000000,0;0,0
2000-02-16;1000000,0;0,0
2000-02-17;1000000,0;0,0
2000-02-18;1000000,0;0,0
2000-02-21;1000000,0;0,0
2000-02-22;1000000,0;0,0
2000-02-23;1000000,0;0,0
2000-02-24;1000000,0;0,0
2000-02-25;1000000,0;0,0
2000-02-28;1000000,0;0,0
2000-02-29;1000000,0;0,0
2000-03-01;1000000,0;0,0
2000-03-02;1000000,0;0,0
2000-03-03;1000000,0;0,0
2000-03-06;1000000,0;0,0
2000-03-07;1000000,0;0,0
2000-03-08;1000000,0;0,0
2000-03-09;1000000,0;0,0
2000-03-10;1000000,0;0,0
2000-03-13;1000000,0;0,0
2000-03-14;1000000,0;0,0
2000-03-15;1000000,0;0,0
2000-03-16;1000000,0;0,0
2000-03-17;1000000,0;0,0
2000-03-20;1000000,0;0,0
2000-03-21;1000000,0;0,0
2000-03-22;1000000,0;0,0
